,Niagara,Genesee,Wyoming,Erie,Chautauqua,Cattaraugus,Allegany,Monroe,Steuben,Yates,Ontario,Wayne,Livingston,Schuyler,Chemung,Tioga,Tompkins,Seneca,Onondaga,Cortland,Jefferson,Oswego,Oneida,Madison,Chenango,Broome,Otsego,lewis,Herkimer,Hamilton,Franklin,Clinton,Essex,Warren,Washington,Fulton,Saratoga,Schenectady,Montgomery,Schoharie,Rensselaer,Albany,Delaware,Greene,Ulster,Sullivan,Columbia,Dutchess,Putnam,Orange,Westchester,Rockland,Nassau,Suffolk,richmond,queens,kings,bronx
0,43.2042439,43.0102726,42.7039813,42.7164263,42.2894671,42.2234823,42.2446061,43.150094,42.2359045,42.6444444,42.8580624,43.1500557,42.7360902,42.3903231,42.1384667,42.1333395,42.445339000000004,42.7831619,43.015598,42.5842136,44.059311,43.4112973,43.2144051,42.875882,42.4784565,42.1455623,42.5984272,43.7344277,43.4911326,43.6307863,44.5599139,44.7278943,44.0638879,43.5018687,43.2294536,43.1061507,43.0833231,42.8321765,42.8941269,42.5757217,42.7091389,42.5986896,42.194917,42.2628769,41.8689317,41.7156311,42.2415027,41.7194303,41.426996,41.3873306,41.1763139,41.1519319,40.7352994,40.8832318,40.5834557,40.7135078,40.6526006,40.8506558
1,-78.7676017,-78.1780196,-78.2415228,-78.7620327,-79.421728,-78.6477096,-78.0419281,-77.6810141,-77.3750862,-77.112177,-77.295025,-77.0377603,-77.7781416,-76.8691575,-76.7725493,-76.3309339,-76.47279396502887,-76.8386051,-76.2257127,-76.0704906,-75.9995742,-76.1279841,-75.4039155,-75.6802581,-75.6130279,-75.8404114,-75.0142701,-75.440289,-74.9481252,-74.4659275,-74.3273735,-73.6686982,-73.7542043,-73.8164637,-73.4471343,-74.4461771,-73.8712155,-74.04434505158176,-74.4099745,-74.4390277,-73.5107732,-73.9843997,-75.0016302,-74.0878112,-74.2618518,-74.7804323,-73.6723456,-73.7516205,-73.760156,-74.2507287,-73.7907554,-74.0357266,-73.5615778,-72.8578027,-74.1496048,-73.8283132,-73.9497211,-73.8665241
